texto_original,texto_limpo,tokens,comentarios,likes,compartilhamentos,repostagens,total,data_hora,author_handle,author_displayName,image_ref
Exclusive: Elon Musk’s power in Washington and the return of big advertisers have Wall Street clamoring to get a piece of X,exclusive elon musks power washington return big advertisers wall street clamoring get piece x,"['exclusive', 'elon', 'musks', 'power', 'washington', 'return', 'big', 'advertisers', 'wall', 'street', 'clamoring', 'get', 'piece', 'x']",23,24,7,4,58,2025-02-05T17:50:35.250Z,wsj.com,The Wall Street Journal,False
"If President Nayib Bukele of El Salvador and President Trump have their way, America’s worst criminals are destined for the Central American country’s biggest prison.",president nayib bukele el salvador president trump way americas worst criminals destined central american countrys biggest prison,"['president', 'nayib', 'bukele', 'el', 'salvador', 'president', 'trump', 'way', 'americas', 'worst', 'criminals', 'destined', 'central', 'american', 'countrys', 'biggest', 'prison']",17,22,9,3,51,2025-02-05T17:30:07.750Z,wsj.com,The Wall Street Journal,False
"Heard on the Street: Manufacturing in the U.S. would help European designer brands skirt a tariff war. Luckily, shoppers don’t seem too attached to the ""Made in France"" tag.",heard street manufacturing us would help european designer brands skirt tariff war luckily shoppers dont seem attached made france tag,"['heard', 'street', 'manufacturing', 'us', 'would', 'help', 'european', 'designer', 'brands', 'skirt', 'tariff', 'war', 'luckily', 'shoppers', 'dont', 'seem', 'attached', 'made', 'france', 'tag']",7,13,1,2,23,2025-02-05T17:00:03.759Z,wsj.com,The Wall Street Journal,False
President Trump’s executive orders and actions taking aim at Beijing suggest a focus less framed around ideology than under the Biden administration.,president trumps executive orders actions taking aim beijing suggest focus less framed around ideology biden administration,"['president', 'trumps', 'executive', 'orders', 'actions', 'taking', 'aim', 'beijing', 'suggest', 'focus', 'less', 'framed', 'around', 'ideology', 'biden', 'administration']",17,20,3,1,41,2025-02-05T16:25:02.559Z,wsj.com,The Wall Street Journal,False
Exclusive: DOGE aides have access to payment systems at the agency that oversees Medicare and Medicaid,exclusive doge aides access payment systems agency oversees medicare medicaid,"['exclusive', 'doge', 'aides', 'access', 'payment', 'systems', 'agency', 'oversees', 'medicare', 'medicaid']",170,864,573,299,1906,2025-02-05T16:17:20.363Z,wsj.com,The Wall Street Journal,False
The Central Intelligence Agency offered buyouts to its entire workforce Tuesday,central intelligence agency offered buyouts entire workforce tuesday,"['central', 'intelligence', 'agency', 'offered', 'buyouts', 'entire', 'workforce', 'tuesday']",14,32,30,13,89,2025-02-05T15:47:24.162Z,wsj.com,The Wall Street Journal,False
The cuts came so fast that one employee had to be rehired to process timesheets. Inside the unprecedented demolition of a $40 billion agency.,cuts came fast one employee rehired process timesheets inside unprecedented demolition billion agency,"['cuts', 'came', 'fast', 'one', 'employee', 'rehired', 'process', 'timesheets', 'inside', 'unprecedented', 'demolition', 'billion', 'agency']",18,72,35,4,129,2025-02-05T15:25:03.556Z,wsj.com,The Wall Street Journal,False
How President Trump and JD Vance won over skeptical Republican senators to get RFK Jr. and Tulsi Gabbard closer to confirmation.,president trump jd vance skeptical republican senators get rfk jr tulsi gabbard closer confirmation,"['president', 'trump', 'jd', 'vance', 'skeptical', 'republican', 'senators', 'get', 'rfk', 'jr', 'tulsi', 'gabbard', 'closer', 'confirmation']",26,21,8,3,58,2025-02-05T14:41:03.014Z,wsj.com,The Wall Street Journal,False
The U.S. Postal Service said it would resume accepting parcels from China and Hong Kong after temporarily suspending the service.,us postal service said would resume accepting parcels china hong kong temporarily suspending service,"['us', 'postal', 'service', 'said', 'would', 'resume', 'accepting', 'parcels', 'china', 'hong', 'kong', 'temporarily', 'suspending', 'service']",21,101,45,19,186,2025-02-05T14:22:46.558Z,wsj.com,The Wall Street Journal,False
"Review: On what might be his last album as the Weeknd, Abel Tesfaye revisits much of the sonic and thematic territory that has defined his career, singing of his darker impulses and debauchery over moody synth-pop beats",review might last album weeknd abel tesfaye revisits much sonic thematic territory defined career singing darker impulses debauchery moody synthpop beats,"['review', 'might', 'last', 'album', 'weeknd', 'abel', 'tesfaye', 'revisits', 'much', 'sonic', 'thematic', 'territory', 'defined', 'career', 'singing', 'darker', 'impulses', 'debauchery', 'moody', 'synthpop', 'beats']",3,18,1,1,23,2025-02-05T04:17:02.351Z,wsj.com,The Wall Street Journal,False
"President Trump said millions of Palestinians should leave Gaza for neighboring countries, perhaps permanently, doubling down on a proposal that has been rejected by Arab countries and the Palestinians themselves",president trump said millions palestinians leave gaza neighboring countries perhaps permanently doubling proposal rejected arab countries palestinians,"['president', 'trump', 'said', 'millions', 'palestinians', 'leave', 'gaza', 'neighboring', 'countries', 'perhaps', 'permanently', 'doubling', 'proposal', 'rejected', 'arab', 'countries', 'palestinians']",58,58,25,15,156,2025-02-04T23:13:39.252Z,wsj.com,The Wall Street Journal,False
"The Treasury Department says it's conducting an “operational efficiency assessment” of its payment systems and that it hasn’t suspended or rejected any payment instructions, amid concerns that people tied to Elon Musk gained unusual access to the system",treasury department says conducting operational efficiency assessment payment systems hasnt suspended rejected payment instructions amid concerns people tied elon musk gained unusual access system,"['treasury', 'department', 'says', 'conducting', 'operational', 'efficiency', 'assessment', 'payment', 'systems', 'hasnt', 'suspended', 'rejected', 'payment', 'instructions', 'amid', 'concerns', 'people', 'tied', 'elon', 'musk', 'gained', 'unusual', 'access', 'system']",64,59,17,9,149,2025-02-04T22:54:50.666Z,wsj.com,The Wall Street Journal,False
"President Trump wants to deploy a blunt new tool to fight Mexican cartels that flood the U.S. with drugs, by adding them to a list of terrorist groups that includes the likes of al Qaeda and Hamas",president trump wants deploy blunt new tool fight mexican cartels flood us drugs adding list terrorist groups includes likes al qaeda hamas,"['president', 'trump', 'wants', 'deploy', 'blunt', 'new', 'tool', 'fight', 'mexican', 'cartels', 'flood', 'us', 'drugs', 'adding', 'list', 'terrorist', 'groups', 'includes', 'likes', 'al', 'qaeda', 'hamas']",13,29,4,2,48,2025-02-04T22:13:02.454Z,wsj.com,The Wall Street Journal,False
The Philadelphia Eagles’ offensive line is historically large—and they’re out to flatten the Kansas City Chiefs.,philadelphia eagles offensive line historically largeand theyre flatten kansas city chiefs,"['philadelphia', 'eagles', 'offensive', 'line', 'historically', 'largeand', 'theyre', 'flatten', 'kansas', 'city', 'chiefs']",2,29,5,1,37,2025-02-04T21:56:03.464Z,wsj.com,The Wall Street Journal,False
"What to know about fentanyl as the U.S. presses Mexico, Canada and China to cut off supply.",know fentanyl us presses mexico canada china cut supply,"['know', 'fentanyl', 'us', 'presses', 'mexico', 'canada', 'china', 'cut', 'supply']",16,11,4,1,32,2025-02-04T20:55:03.056Z,wsj.com,The Wall Street Journal,False
President Trump is preparing to issue an executive order effectively banning transgender girls and women from participating in female sports events in schools and colleges,president trump preparing issue executive order effectively banning transgender girls women participating female sports events schools colleges,"['president', 'trump', 'preparing', 'issue', 'executive', 'order', 'effectively', 'banning', 'transgender', 'girls', 'women', 'participating', 'female', 'sports', 'events', 'schools', 'colleges']",35,50,26,11,122,2025-02-04T20:25:02.952Z,wsj.com,The Wall Street Journal,False
Breaking: Tulsi Gabbard's nomination for intelligence chief advanced through a Senate committee,breaking tulsi gabbards nomination intelligence chief advanced senate committee,"['breaking', 'tulsi', 'gabbards', 'nomination', 'intelligence', 'chief', 'advanced', 'senate', 'committee']",21,13,2,6,42,2025-02-04T19:55:11.746Z,wsj.com,The Wall Street Journal,False
"Before Trump took office, legal observers were skeptical of his plans for an Elon Musk-led Department of Government Efficiency to unilaterally shrink the federal government. Questions have mounted.",trump took office legal observers skeptical plans elon muskled department government efficiency unilaterally shrink federal government questions mounted,"['trump', 'took', 'office', 'legal', 'observers', 'skeptical', 'plans', 'elon', 'muskled', 'department', 'government', 'efficiency', 'unilaterally', 'shrink', 'federal', 'government', 'questions', 'mounted']",21,56,18,1,96,2025-02-04T19:13:03.252Z,wsj.com,The Wall Street Journal,False
"Robinhood said that it was withdrawing its plans to offer betting contracts on the Super Bowl, following pushback from the Commodity Futures Trading Commission, which raised concerns that the contracts might be illegal",robinhood said withdrawing plans offer betting contracts super bowl following pushback commodity futures trading commission raised concerns contracts might illegal,"['robinhood', 'said', 'withdrawing', 'plans', 'offer', 'betting', 'contracts', 'super', 'bowl', 'following', 'pushback', 'commodity', 'futures', 'trading', 'commission', 'raised', 'concerns', 'contracts', 'might', 'illegal']",1,13,2,0,16,2025-02-04T19:08:03.049Z,wsj.com,The Wall Street Journal,False
A pause in warfare between Israel and Hamas is giving Palestinians a chance to take stock of what—and who—has been lost.,pause warfare israel hamas giving palestinians chance take stock whatand whohas lost,"['pause', 'warfare', 'israel', 'hamas', 'giving', 'palestinians', 'chance', 'take', 'stock', 'whatand', 'whohas', 'lost']",5,16,11,0,32,2025-02-04T18:04:03.454Z,wsj.com,The Wall Street Journal,False
Breaking: Flights carrying migrants to Guantanamo Bay have begun,breaking flights carrying migrants guantanamo bay begun,"['breaking', 'flights', 'carrying', 'migrants', 'guantanamo', 'bay', 'begun']",10,22,17,6,55,2025-02-04T17:15:46.859Z,wsj.com,The Wall Street Journal,False
"European leaders, bracing for a fight with President Trump over the world’s most valuable trading relationship, said they are ready to strike back but prefer cooperation.",european leaders bracing fight president trump worlds valuable trading relationship said ready strike back prefer cooperation,"['european', 'leaders', 'bracing', 'fight', 'president', 'trump', 'worlds', 'valuable', 'trading', 'relationship', 'said', 'ready', 'strike', 'back', 'prefer', 'cooperation']",3,53,9,0,65,2025-02-04T17:00:03.761Z,wsj.com,The Wall Street Journal,False
“Elon can’t do—and won’t do—anything without our approval.” President Trump hints at curbs on Musk’s power as the billionaire shakes up Washington.,elon cant doand wont doanything without approval president trump hints curbs musks power billionaire shakes washington,"['elon', 'cant', 'doand', 'wont', 'doanything', 'without', 'approval', 'president', 'trump', 'hints', 'curbs', 'musks', 'power', 'billionaire', 'shakes', 'washington']",67,39,7,16,129,2025-02-04T16:25:03.156Z,wsj.com,The Wall Street Journal,False
"Breaking: RFK Jr.'s nomination for health secretary advanced through committee, putting him on track to be confirmed by the full Senate.

Read more: https://on.wsj.com/4hLdlaW",breaking rfk jrs nomination health secretary advanced committee putting track confirmed full senate read,"['breaking', 'rfk', 'jrs', 'nomination', 'health', 'secretary', 'advanced', 'committee', 'putting', 'track', 'confirmed', 'full', 'senate', 'read']",41,20,8,25,94,2025-02-04T15:41:12.555Z,wsj.com,The Wall Street Journal,True
"The night before Sen. Thom Tillis cast the fateful 50th “yes” vote to confirm Pete Hegseth, he told the Senate’s new Republican leader he was a “no.” How he flipped in 24 hours.",night sen thom tillis cast fateful th yes vote confirm pete hegseth told senates new republican leader flipped hours,"['night', 'sen', 'thom', 'tillis', 'cast', 'fateful', 'th', 'yes', 'vote', 'confirm', 'pete', 'hegseth', 'told', 'senates', 'new', 'republican', 'leader', 'flipped', 'hours']",16,32,16,0,64,2025-02-04T15:25:03.160Z,wsj.com,The Wall Street Journal,False
